IATA_code,name,city_name,country_code
VNY,Van Nuys,Los Angeles,US
WHP,Whiteman,Los Angeles,US
LAL,LAL,,US
LAM,LAM,,US
LAN,Capital Region Intl,Lansing,US
LAA,LAA,,US
LAF,Purdue University ,Lafayette,US
KYU,Koyukuk,Koyukuk,US
KXA,Kasaan Sea Plane Base,Kasaan,US
KWT,Kwethluk,Kwethluk,US
KWP,West Point Village Sea Plane Base ,West Point,US
KWK,Kwigillingok,Kwigillingok,US
KWN,Kwinhagak,Quinhagak,US
KVC,King Cove,King Cove,US
KVL,Kivalina,Kivalina,US
KUK,Kasigluk,Kasigluk,US
KTS,Brevig Mission,Teller Mission,US
KTN,Ketchikan Intl,Ketchikan,US
KTB,Thorne Bay Seaplane Base,Thorne Bay,US
KOT,Kotlik,Kotlik,US
KOZ,Ouzinkie Sea Plane Base,Ouzinkie,US
KNW,New Stuyahok,New Stuyahok,US
KPV,Perryville Municipal,Perryville,US
KQA,Akutan Seaplane Base,Akutan,US
KPB,Point Baker Sea Plane Base,Point Baker,US
KPC,Port Clarence,Port Clarence,US
KPN,Kipnuk Sea Plane Base,Kipnuk,US
KPR,Port Williams Sea Plane Base,Port Williams,US
KKA,Koyuk Alfred Adams,Koyuk,US
KKB,Kitui Bay Sea Plane Base,Kitui Bay,US
KKH,Kongiganak,Kongiganak,US
KKI,Akiachak Sea Plane Base,Akiachak,US
KKK,Kalakaket,Kalakaket,US
KKL,KKL,,US
KLL,Levelock,Levelock,US
KLN,Larsen Sea Plane Base,Larsen Bay,US
KKT,KKT,,US
KLS,KLS,,US
KLW,Klawock,Klawock,US
KMO,Manokotak,Manokotak,US
KNB,Kanab Municipal,Kanab,US
KNK,Kokhanok,Kakhonak,US
KCN,Spb,Chernofski,US
KEB,Nanwalek,English Bay,US
KEK,Ekwok,Ekwok,US
KEH,Kenmore Air Harbor,Kenmore Air Harbor,US
KFP,False Pass,False Pass,US
KIB,Spb,Ivanof Bay,US
KIC,KIC,,US
KGX,Grayling,Grayling,US
KGK,Koliganek,New Koliganek,US
JOT,JOT,,US
JRF,JRF,,US
JST,Cambria County,Johnstown,US
JVL,Rock County,Janesville,US
KCL,Chignik Lagoon,Chignik,US
KCC,Coffman Cove Sea Plane Base,Coffman Cove,US
KBE,Hot Springs,Bell Island,US
KAL,Kaltag,Kaltag,US
IFP,Laughlin Bullhead Intl,Bullhead City,US
IFA,IFA,,US
IDG,IDG,,US
IDH,Grangeville,Grangeville,US
IDP,IDP,,US
ICL,ICL,,US
ICT,Wichita Mid-Continent ,Wichita,US
IDA,Idaho Falls Regional,Idaho Falls,US
IAG,Niagara Falls Intl,Niagara Falls,US
IAN,Bob Baker Memorial,Kiana,US
HTV,HTV,,US
HUF,HUF,,US
HUL,HUL,,US
HUM,HUM,,US
HVE,Intermediate,Hanksville,US
HYG,Hydaburg Sea Plane Base,Hydaburg,US
HYL,Hollis Seaplane Base,Hollis,US
HVN,Tweed New Haven,New Haven,US
HVR,Havre City County,Havre,US
HVS,HVS,,US
HWD,HWD,,US
HWI,Spb,Hawk Inlet,US
HZL,HZL,,US
HYR,HYR,,US
HWO,HWO,,US
HYA,Barnstable Municipal,Hyannis,US
INL,Falls Intl,International Falls,US
IND,Indianapolis Intl,Indianapolis,US
IOW,IOW,,US
INW,INW,,US
INT,INT,,US
IGG,Igiugig,Igiugig,US
IGM,Kingman,Kingman,US
IJX,IJX,,US
IKB,IKB,,US
IKK,IKK,,US
ILG,New Castle,Wilmington,US
ILI,Iliamna,Iliamna,US
ILL,ILL,,US
ILM,Wilmington Intl,Wilmington,US
ILN,Clinton Field,Wilmington,US
IKO,Nikolski Air Station,Nikolski,US
GRK,Killeen–Fort Hood Regional,"Killleen, TX",US
HLR,Fort Hood Aaf,"Killleen, TX",US
ILE,Skylark Field,"Killleen, TX",US
IWD,Gogebic–Iron County,Ironwood,US
IYK,Kern County,Inyokern,US
ISN,Sloulin Field Intl,Williston,US
ISO,Kinston Regional Jetport,Kinston,US
ISP,Long Island MacArthur,Islip,US
ISQ,Schoolcraft,"Manistique,Mi",US
ISS,Wiscasset,Wiscasset,US
ISW,ISW,,US
ITO,Hilo Intl,Hilo,US
ITH,Ithaca Tompkins Regional,Ithaca,US
IRS,IRS,,US
IRB,IRB,,US
IRK,Kirksville Regional,Kirksville,US
IPT,Williamsport Regional,Williamsport,US
JMS,Jamestown Regional,Jamestown,US
JLA,Quartz Creek,Cooper Lodge,US
JLN,Joplin Regional,Joplin,US
JNU,Juneau Intl,Juneau,US
JEF,JEF,,US
JFN,JFN,,US
JHW,Chautauqua County-Jamestown,Jamestown,US
JHM,Kapalua,Kapalua,US
JAS,JAS,,US
JAX,Jacksonville Intl,Jacksonville,US
JBR,Jonesboro Municipal,Jonesboro,US
JCY,Johnson,Johnson,US
JDA,JDA,,US
RTN,RTN,,US
RTL,RTL,,US
RSN,RSN,,US
RST, Rochester Intl,Rochester,US
RSH,Russian Mission,Russian Mission,US
RSJ, Rosario Sea Plane Base,Rosario,US
RRT,RRT,,US
ROW,Roswell Intl Air Center (APT),Roswell,US
ROX,ROX,,US
RNG,Rangely,Rangely,US
RNH,RNH,,US
RNT,Renton,Renton,US
RNO,Reno/Tahoe Intl,Reno,US
ROA,Roanoke-Blacksburg Regional,Roanoke,US
ROC,Greater Rochester Intl,Rochester,US
RKW,RKW,,US
RKD,Knox County Regional,Rockland,US
RKH,RKH,,US
RKR,RKR,,US
RKS,Rock Springs,Rock Springs,US
RME,RME,,US
RMY,Mariposa-Yosemite,Mariposa - Ca,US
RMG,RMG,,US
RBW,RBW,,US
RCR,RCR,,US
RCT,Reed City,Reed City,US
RCK,RCK,,US
RDD,Redding Municipal,Redding,US
REO,REO,,US
RDG,Reading Regional,Reading,US
RCE,Roche Harbor,Roche Harbor,US
RHI,Oneida County,Rhinelander,US
RFG,RFG,,US
RFK,Rollang Field,Anguilla,US
RIW,Riverton Regional,Riverton,US
RIC,Richmond Intl,Richmond,US
RID,RID,,US
RIE,RIE,,US
RIF,Reynolds,Richfield,US
RIL,Garfield County,Rifle,US
PYL,Perry Spb,Perry Island,US
PYM,PYM,,US
PWM,Portland Intl Jetport,Portland,US
PVU,PVU,,US
PVW,PVW,,US
PWD,Sherwood,Plentywood,US
PWT,PWT,,US
PWY,Pinedale,Pinedale,US
PXL,PXL,,US
RAL,Riverside Municipal,Riverside,US
RAC,RAC,,US
RAP,Rapid City Regional,Rapid City,US
RBL,Red Bluff,Red Bluff,US
RBG,RBG,,US
PRO,PRO,,US
PQS,Pilot Station,Pilot Station,US
PRB,PRB,,US
PRC,Ernest A Love Field,Prescott,US
PSB,PSB,,US
PSC,Tri-Cities Regional,Pasco,US
PRW,Prentice,Prentice,US
PRX,PRX,,US
PSF,PSF,,US
PSG,Petersburg James A. Johnson,Petersburg,US
PRZ,PRZ,,US
PSK,PSK,,US
PSP,Palm Springs Intl,Palm Springs,US
PTA,Port Alsworth,Port Alsworth,US
PTB,Dinwiddie County,Petersburg,US
PTC,Port Alice,Port Alice,US
PTD,Port Alexander,Port Alexander,US
PUL,PUL,,US
PVC,Provincetown,Provincetown,US
PVD,T. F. Green,Providence,US
PVF,PVF,,US
PUB,Pueblo Memorial,Pueblo,US
PUC,Carbon County Regional,Price,US
PTS,PTS,,US
PTV,PTV,,US
PTW,PTW,,US
PTK,PTK,,US
PTH,Port Heiden,Port Heiden,US
PSX,PSX,,US
PAK,PAK,,US
PAO,PAO,,US
PAE,Paine Field,Everett,US
PAH,Barkley Regional,Paducah,US
OWA,OWA,,US
OWB,Daviess County,Owensboro,US
OWD,OWD,,US
OWK,Norridgewock,Norridgewock,US
OVE,OVE,,US
OZA,"Ozona,Tx","Ozona,Tx",US
OXC,Waterbury Oxford,Oxford,US
OXD,Miami University,Oxford,US
OSX,"Kosciusko,Ms","Kosciusko,Ms",US
OTG,OTG,,US
OTH,Southwest Oregon Regional,North Bend,US
OTK,Tillamook,Tillamook,US
OUN,OUN,,US
OTZ,Ralph Wien Memorial,Kotzebue,US
OTM,OTM,,US
OTS,Anacortes,Anacortes,US
PBF,PBF,,US
PBG,PBG,,US
PBI,West Palm Beach Intl,West Palm Beach,US
PDB,Pedro Bay,Pedro Bay,US
PCA,Portage Creek,Portage Creek,US
PCD,PCD,,US
PCU,Pearl River Cnt,"Picayune,Ms",US
PGA,Page,Page,US
PGC,PGC,,US
PGD,PGD,,US
PGL,PGL,,US
PGM,Port Graham,Port Graham,US
PGO,PGO,,US
PGR,"Paragould,Ar","Paragould,Ar",US
PGS,PGS,,US
PGV,Pitt-Greenville,Greenville,US
PDX,Portland Intl,Portland,US
PEQ,PEQ,,US
PLR,PLR,,US
PLN,Pellston Regional,Pellston,US
PKF,PKF,,US
PKA,Napaskiak,Napaskiak,US
PKB,Wood County,Parkersburg,US
PKD,PKD,,US
PHT,PHT,,US
AZA,Phoenix–Mesa Gateway,Phoenix,US
DVT,Deer Valley,Phoenix,US
LUF,Luke AFB,Phoenix,US
MSC,Falcon Field,Phoenix,US
PHX,Phoenix Sky Harbor Intl,Phoenix,US
SCF,Scottsdale,Phoenix,US
PIA,General Wayne A. Downing Peoria Intl,Peoria,US
PHD,PHD,,US
PHK,PHK,,US
PHL,Philadelphia Intl,Philadelphia,US
PHN,PHN,,US
PHO,Point Hope,Point Hope,US
PIH,Pocatello Regional,Pocatello,US
PIR,Pierre Regional,Pierre,US
PIP,Pilot Point,Pilot Point,US
PJB,PJB,,US
PIT,Pittsburgh Intl,Pittsburgh,US
PIZ,Point Lay LRRS,Point Lay,US
POU,Dutchess County,Poughkeepsie,US
POH,"Pocahontas,Ar","Pocahontas,Ar",US
POE,POE,,US
POF,POF,,US
PPM,PPM,,US
PPA,PPA,,US
PPF,PPF,,US
PPV,Port Protection,Port Protection,US
PML,Port Moller,Port Moller,US
PMD,PMD,,US
PMH,PMH,,US
PMB,Pembina,Pembina,US
PNC, Ponca City Regional,Ponca City,US
PNS,Pensacola Intl,Pensacola,US
PNU,Panguitch,Panguitch,US
PNN,Princeton,Princeton,US
NME,Nightmute,Nightmute,US
NNK,Naknek,Naknek,US
NNL,Nondalton,Nondalton,US
NOT,NOT,,US
NPH,Nephi Municipal,Nephi,US
NQA,NQA,,US
NQI,"Kingsville,Tx","Kingsville,Tx",US
NPT,NPT,,US
NIR,"Beeville,Tx","Beeville,Tx",US
NHX,Barin Olf Osn,Foley,US
NLE,Jerry Tyler Memo,Niles,US
NLG,Nelson Lagoon,Nelson Lagoon,US
NLC,Nas Reeves Field,"Lemoore,Ca",US
NTU,Oceana,Oceana,US
NSL,Slayton,Slayton,US
NRI,Grand Lake Regional,Afton,US
NRS,"Imperial Beach,Ca","Imperial Beach,Ca",US
NSE,Whiting Field Nas,Milton,US
NRB,Mayport,Mayport,US
NRC,Aux Field,Crows Landing,US
NWH,Parlin Field,Newport,US
NUI,Nuiqsut,Nuiqsut,US
NUL,Nulato,Nulato,US
NUP,Nunapitchuk,Nunapitchuk,US
NUQ,NUQ,,US
OAJ,Albert J Ellis,Jacksonville,US
OAK,Metropolitan Oakland Intl,Oakland,US
EWR,Newark Liberty Intl,New York,US
JFK,J.F. Kennedy Intl,New York,US
JRA,West 30th HPT,New York,US
LGA,LaGuardia,New York,US
NBP,Battery PK City Ferry,New York,US
NES,East 34th Ferry,New York,US
NWS,Pier 11 Wall St Ferry,New York,US
NYC,"New York, All",New York,US
SWF,Stewart International,New York,US
JRB,Down Manh HPT,New York,US
TSS,East 34Th HPT,New York,US
NYG,Quantico,Quantico,US
ODW,A.J. Eisenberg,Oak Harbor,US
ODM,Oakland,Oakland,US
OCN,OCN,,US
ODC,Oakdale,Oakdale,US
OCA,Ocean Reef,Ocean Reef,US
OCF,OCF,,US
OCH,A.L. Mangham Jr. Regional ,Nacogdoches,US
OBU,Kobuk,Kobuk,US
NVN,Beckwourth,Beckwourth,US
OBE,OBE,,US
OGS,Ogdensburg Intl,Ogdensburg,US
OFK,Norfolk Regional,Norfolk,US
OGA,OGA,,US
OGB,OGB,,US
OGD,Ogden Municipal,Ogden,US
OGG,Kahului,Kahului,US
OIC,OIC,,US
OKC,Will Rogers World,Oklahoma City,US
OKM,OKM,,US
OKK,Kokomo,Kokomo,US
ORF,Norfolk Intl,Norfolk,US
ORH,Worcester Regional,Worcester,US
ORI,Port Lions Sea Plane Base,Port Lions,US
ONY,Olney,Olney,US
OOA,OOA,,US
OOK,Toksook Bay,Toksook Bay,US
OPL,OPL,,US
ISM,Kissimmee,Orlando,US
MCO,Orlando Intl,Orlando,US
ORL,Orlando Executive,Orlando,US
SFB,Orlando Sanford Intl,Orlando,US
OSB,OSB,,US
ORV,Robert (Bob) Curtis Memorial,Noorvik,US
ONA,ONA,,US
OME,Nome,Nome,US
OMK,OMK,,US
ONH,ONH,,US
ONM,ONM,,US
ONP,Newport Municipal,Newport,US
OLM,Olympia,Olympia,US
OLS,OLS,,US
OLU,OLU,,US
OLV,OLV,,US
OMA,Eppley Airfield,Omaha,US
OLE,OLE,,US
OLH,Old Harbor Sea Plane Base,Old Harbor,US
MYH,Marble Canyon,Marble Canyon,US
MYR,Myrtle Beach,Myrtle Beach,US
MYU,Kincardine Ellis Field,Mekoryuk,US
MYV,Yuba County,Marysville,US
MYK,MYK,,US
MYL,MYL,,US
MXA,MXA,,US
MWL,Mineral Wells,Mineral Wells,US
MWM,MWM,,US
MWO,MWO,,US
MWA,Williamson County Regional,Marion,US
MWH,Grant County Intl,Moses Lake,US
MVE,MVE,,US
MVC,MVC,,US
MVY,Martha's Vineyard,Martha's Vineyard,US
MZJ,MZJ,,US
MZZ,MZZ,,US
NEL,"Lakehurst,Nj","Lakehurst,Nj",US
NCN,New Chenega,New Chenega,US
NCO,Quonset Point,Quonset Point,US
MUT,MUT,,US
MTW,MTW,,US
MUO,Mountain Home,Mountain Home,US
MUI,Fort Indiantown,Fort Indiantown,US
MTM,Metlakatla Seaplane Base,Metlakatla,US
MTP,MTP,,US
MTJ,Montrose Regional,Montrose,US
MSY,Louis Armstrong New Orleans Intl,New Orleans,US
MRK,MRK,,US
MRB,MRB,,US
MQW,MQW,,US
MQY,MQY,,US
MRN,MRN,,US
MRF,Marfa,Marfa,US
MSN,Dane County Regional,Madison,US
MSO,Missoula Intl,Missoula,US
MSS,Massena Intl,Massena,US
MLY,Manley Hot Springs,Manley Hot Springs,US
MLS,Miles City,Miles City,US
MLT,MLT,,US
MMH,Mammoth Yosemite,Mammoth Lakes,US
MMI,MMI,,US
MMN,MMN,,US
MMU,Morristown Municipal,Morristown,US
MNM,MNM,,US
MNN,MNN,,US
MPR,MPR,,US
MPJ,MPJ,,US
MOR,MOR,,US
MOT,Minot Intl,Minot,US
MOU,Mountain Village,Mountain Village,US
MOD,Modesto Municipal,Modesto,US
MNZ,MNZ,,US
SRW,SRW,,US
SRF,"San Rafael,CA","San Rafael,CA",US
SRC,SRC,,US
SQL,SQL,,US
SQV,SQV,,US
SPS,Wichita Falls Municipal,Wichita Falls,US
SPX,Spaceland,Houston,US
SQA,SQA,,US
STS,Sonoma County,Santa Rosa,US
SUD,SUD,,US
SUE,SUE,,US
SUO,SUO,,US
SUA,SUA,,US
SSW,Stuart Island,Stuart Island,US
STE,STE,,US
STC,St. Cloud Municipal,Saint Cloud,US
SSC,Shaw AFB Sumter Cty,Sumter,US
SUU,Travis Afb,Fairfield,US
SUX,Sioux City,Sioux City,US
SVC,Silver City/Hurley,Silver City,US
SVE,SVE,,US
SVA,Savoonga,Savoonga,US
SVH,SVH,,US
SWW,SWW,,US
SWO,SWO,,US
SWD,SWD,,US
SVS,Stevens Village,Stevens Village,US
SYB,Seal Bay,Seal Bay,US
SXY,SXY,,US
SXP,Sheldon Point,Sheldon Point,US
SXQ,SXQ,,US
SYR,Syracuse,Syracuse,US
SYV,SYV,,US
SYN,SYN,,US
SYI,SYI,,US
TBR,TBR,,US
TBN,Fort Leonard Wood,Fort Leonard Wood,US
TCC,TCC,,US
TCL,TCL,,US
TCS,TCS,,US
TCT,Takotna,Takotna,US
SZN,SZN,,US
SZP,"Santa Paula,Ca","Santa Paula,Ca",US
SZL,Whiteman Afb,Warrensburg,US
TAL,Tanana,Tanana,US
TBC,TBC,,US
TEK,Tatitlek,Tatitlek,US
TEX,Telluride Regional,Telluride,US
TEB,Teterboro,Teterboro,US
TDO,Winlock,Toledo,US
TEH,Tetlin,Tetlin,US
THA,Tullahoma,Tullahoma,US
TGE,Tuskegee,Tuskegee,US
TIW,TIW,,US
TIX,TIX,,US
THV,THV,,US
THM,Thompsonfield,Thompsonfield,US
THP,THP,,US
RXE,RXE,,US
RWF,RWF,,US
RWI,Rocky Mount-Wilson,Rocky Mount/Wilson,US
RWL,RWL,,US
RZH,Quartz Hill,Lancaster,US
RZZ,RZZ,,US
SAA,SAA,,US
RUT,Rutland – Southern Vermont Regional,Rutland,US
RVR,Green River Municipal,Green River,US
SAN,San Diego Intl,San Diego,US
SAR,SAR,,US
SAS,Salton City,Salton City,US
SAT,San Antonio Intl,San Antonio,US
SAV,Savannah/Hilton Head Intl,Savannah,US
MCC,Mcclellan,"Sacramento, CA",US
MHR,Sacramento Mather,"Sacramento, CA",US
SAC,Sacramento Executive,"Sacramento, CA",US
SCK, Stockton,"Sacramento, CA",US
SMF,Sacramento Intl,"Sacramento, CA",US
SAD,SAD,,US
SAF,Santa Fe Municipal,Santa Fe,US
SBD,SBD,,US
SBA,Santa Barbara Municipal,Santa Barbara,US
SBS,Steamboat Springs,Steamboat Springs,US
SBM,SBM,,US
SBN,South Bend Regional,South Bend,US
SBP,San Luis Obispo County Regional,San Luis Obispo,US
SEP,SEP,,US
SER,SER,,US
SEM,SEM,,US
SFM,SFM,,US
SFY,"Springfield, All",Springfield,US
SFZ,SFZ,,US
SGF,Springfield-Branson National,Springfield,US
SGH,SGH,,US
SGT,SGT,,US
SGW,Saginaw Bay,Saginaw Bay,US
SDF,Louisville Intl,Louisville,US
SDX,SDX,,US
SDY,Richland Municipal,Sidney,US
SEA,Seattle–Tacoma Intl,Seattle,US
SEF,SEF,,US
SEG,SEG,,US
SCB,State,Scribner,US
SCE,University Park,State College,US
SBX,SBX,,US
SCM,Scammon Bay Sea Plane Base,Scammon Bay,US
SCH,SCH,,US
SJC,San José Intl,San Jose,US
SIT,Sitka Rocky Gutierrez,Sitka,US
SIK,SIK,,US
SGY,Skagway,Skagway,US
SHG,Shungnak,Shungnak,US
SHH,Shishmaref,Shishmaref,US
SHN,SHN,,US
SHR,Sheridan County,Sheridan,US
SHV,Shreveport,Shreveport,US
SHX,Shageluk,Shageluk,US
SKY,Sandusky,Sandusky,US
SKW,Skwentna,Skwentna,US
SLB,SLB,,US
SLC,Salt Lake City Intl,Salt Lake City,US
SKK,Shaktoolik,Shaktoolik,US
SJT,San Angelo Regional,San Angelo,US
SLQ,Sleetmute,Sleetmute,US
SLR,SLR,,US
SLT,SLT,,US
SLE,McNary Field,Salem,US
SLG,SLG,,US
SLN,Salina Regional,Salina,US
SLO,SLO,,US
SLK,Adirondack Regional,Saranac Lake,US
SMU,SMU,,US
SMX,Santa Maria Public,Santa Maria,US
SNA,John Wayne,Santa Ana,US
SMN,Lemhi County,Salmon,US
SMO,Municipal,Santa Monica,US
SOV,Seldovia,Seldovia,US
SOW,Show Low,Show Low,US
SPF,SPF,,US
SPI,Capital,Springfield,US
SNS,SNS,,US
SNY,Sidney Municipal,Sidney,US
TSP,TSP,,US
TSM,Taos,Taos,US
TRH,Trona,Trona,US
TRL,TRL,,US
TRM,TRM,,US
TRX,TRX,,US
TSG,Tanacross,Tanacross,US
TPA,"Tampa, All",Tampa,US
TPH,Tonopah,Tonopah,US
TOP,"Billard Fld, Topeka",Topeka,US
TOG,Togiak,Togiak Village,US
TOI,TOI,,US
TOL,Toledo,Toledo,US
TOR,TOR,,US
TOA,TOA,,US
TNP,TNP,,US
TNK,Tununak,Tununak,US
TMA,TMA,,US
TKE,Tenakee,Tenakee Springs,US
TKF,TKF,,US
TKA,TKA,,US
TKI,Tokeen,Tokeen,US
TLF,Telida,Telida,US
TLH,Tallahassee,Tallahassee,US
TLT,Tuluksak,Tuluksak,US
TLR,TLR,,US
UMT,Umiat,Umiat,US
ULM,ULM,,US
UKI,Ukiah Municipal,Ukiah,US
UKN,UKN,,US
UKT,UKT,,US
UCY,UCY,,US
UBS,Columbus/Lowndes,Columbus,US
UIL,UIL,,US
UIN,"Quincy, IL/Hannibal",Quincy,US
UES,UES,,US
UGN,Waukegan,Waukegan,US
UGS,Ugashik,Ugashik,US
TTO,Britton,Britton,US
TUL,Tulsa,Tulsa,US
TUP,Tupelo,Tupelo,US
TUS,Tucson,Tucson,US
TVC,Traverse City,Traverse City,US
TVF,Thief River Falls,Thief River Falls,US
TVL,Lake Tahoe,South Lake Tahoe,US
TYE,Tyonek,Tyonek,US
TXK,Texarkana,Texarkana,US
TWD,Port Townsend,Port Townsend,US
TWF,Twin Falls,Twin Falls,US
TYR,Tyler,Tyler,US
TYS,Knoxville,Knoxville,US
TZC,Caro,Caro,US
VSF,VSF,,US
VPZ,VPZ,,US
VOK,Volk Field,Camp Douglas,US
VRB,VRB,,US
VRS,VRS,,US
WAA,Wales,Wales,US
WAL,WAL,,US
WAY,Green County,Waynesburg,US
BWI,Baltimore–Washington Intl Thurgood Marshall,"Washington, D.C. (Arlington County), VA",US
DCA,Ronald Reagan National,"Washington, D.C. (Arlington County), VA",US
IAD,Washington Dulles Intl,"Washington, D.C. (Arlington County), VA",US
MTN,Baltimore,"Washington, D.C. (Arlington County), VA",US
WAS,"Washington, All","Washington, D.C. (Arlington County), VA",US
WBR,WBR,,US
WBU,Boulder,Boulder,US
WBK,West Branch,West Branch,US
WDR,WDR,,US
WCR,Chandalar,Chandalar,US
WDG,Enid,Enid,US
WEA,WEA,,US
WHD,Hyder,Hyder,US
WGO,WGO,,US
WFK,Frenchville,Frenchville,US
WJF,Palmdale/Lancaster,Lancaster,US
WHT,WHT,,US
WIB,Wilbarger,Wilbarger,US
WKK,Aleknagik,Aleknagik,US
WMK,Meyers Chuck,Meyers Chuck,US
WNA,Napakiak,Napakiak,US
WLK,Selawik,Selawik,US
WMH,WMH,,US
WMC,WMC,,US
WPO,WPO,,US
WRB,Robins Afb,"Macon, GA",US
VIS,Visalia,Visalia,US
VEX,Tioga,Tioga,US
VDZ,Valdez,Valdez,US
VEL,Vernal,Vernal,US
VCV,VCV,,US
VDI,VDI,,US
VJI,VJI,,US
VKS,VKS,,US
VLA,VLA,,US
VLD,Valdosta,Valdosta,US
VNC,VNC,,US
USA,Concord Regional,Concord,US
UPP,UPP,,US
UNK,Unalakleet,Unalakleet,US
UNU,Juneau,Juneau,US
UOS,Sewanee,Sewanee,US
UOX,UOX,,US
VAK,Chevak,Chevak,US
UTO,Utopia,Utopia Creek,US
UWA,Ware,Ware,US
UVA,UVA,,US
ZPH,ZPH,,US
YUM,Yuma Intl,Yuma,US
ZZV,ZZV,,US
YAK,Yakutat,Yakutat,US
WYS,West Yellowstone,West Yellowstone,US
XES,XES,,US
XMD,XMD,,US
WWP,Whale Pass,Whale Pass,US
WWT,Newtok,Newtok,US
WVI,WVI,,US
WVL,WVL,,US
WWA,WWA,,US
WWD,"Wildwood,Nj","Wildwood,Nj",US
WTK,Noatak,Noatak,US
WTL,Tuntatuliak,Tuntutuliak,US
WST,Westerly,Westerly,US
WSX,Eastsound,Westsound,US
WRG,Wrangell,Wrangell,US
WRI,Fort Dix,Fort Dix,US
WRL,Worland,Worland,US
WSF,Sarichef,Sarichef,US
WSH,WSH,,US
WSN,South Naknek,South Naknek,US
YKM,Yakima Air Terminal,Yakima,US
YKN,YKN,,US
AAP,Andrau Airpark,Houston,US
ACV,Arcata-Eureka,Arcata,US
ADR,"Andrews,Tx","Andrews,Tx",US
AED,Aleneva,Aleneva,US
AFF,United States Air Force Academy,Colorado Springs,US
AFW,Fort Worth Alliance,Fort Worth,US
AGC,AGC,,US
AGO,AGO,,US
AHD,AHD,,US
AHF,Arapahoe Mnpl,Arapahoe,US
AHT,Amchitka,Amchitka,US
AIA,Alliance,Alliance,US
AIB,Anita Bay,Anita Bay,US
AID,AID,,US
AIN,Wainwright,Wainwright,US
AIO,AIO,,US
AIY,"Bader Field, All",Atlantic City,US
AIZ,AIZ,,US
AKC,AKC,,US
ALI,ALI,,US
ALZ,Alitak Sea Plane Base,Alitak,US
AMK,AMK,,US
AMN,AMN,,US
AND,AND,,US
ANQ,ANQ,,US
ANW,ANW,,US
AOS,Amook Bay Seaplane Base,Amook,US
APA,APA,,US
APC,APC,,US
ARV,Lakeland ,Minocqua,US
ASE,Aspen,Aspen,US
ASL,ASL,,US
ASY,Ashley,Ashley,US
AVL,Asheville Regional,Asheville,US
AVP,Wilkes-Barre/Scranton Intl,Wilkes-Barre,US
AVW,AVW,,US
AVX,Catalina,Catalina Island,US
AXS,AXS,,US
AYZ,Zahns,Amityville,US
AZO,Kalamazoo Battle Creek Intl,Kalamazoo,US
BAB,Beale Afb,Marysville,US
BAD,Barksdale Afb,"Shreveport, LA",US
BAF,BAF,,US
BBD,BBD,,US
BBX,BBX,,US
BCC,Bear Creek,Bear Creek,US
BCE,BCE,,US
BCJ,Baca Grande,Baca Grande,US
BDF,Rinkenberger,Bradford,US
BEC,BEC,,US
BET,Bethel,Bethel,US
BFB,Blue Fox Bay,Blue Fox Bay,US
BFD,Bradford,Bradford,US
BFG,Bullfrog Basin,Bullfrog Basin,US
BFI,"Boeing Field, King Cty",Seattle,US
BFK,BFK,,US
BFM,Mobile Downtown,Mobile,US
BGS,Webb Afb,"Big Spring,Tx",US
BGT,Bagdad,Bagdad,US
BIC,Big Creek,Big Creek,US
BIF,Biggs Aaf,"El Paso, TX",US
BIG,Intermediate,Big Delta,US
BIH,BIH,,US
BIX,Keesler Afb,Biloxi,US
BJC,BJC,,US
BKF,BKF,,US
BKL,Burke Lakefront,Cleveland,US
BKT,Blackstone,Blackstone,US
BLD,BLD,,US
BLF,Mercer County,Bluefield,US
BLM,BLM,,US
BMI,Central Illinois Regional,Bloomington,US
BMT,BMT,,US
BMX,Big Mountain,Big Mountain,US
BNF,Warm Spring Bay,Baranof,US
BNH,Barnes,"Windsor Locks, CT",US
BOF,Bolling Afb,"Washington, D.C. (Arlington County), VA",US
BPA,Grumman,Bethpage,US
BPI,Marbleton,Big Piney,US
BPT,Jefferson County,Beaumont,US
BQK,Brunswick Golden Isles Airpor,Brunswick,US
BQV,Bartlett Spb,Gustavus,US
BRG,Whitesburg Municipal,Whitesburg,US
BRL,Southeast Iowa Regional,Burlington,US
BSF,Pohakuloa,Pohakuloa,US
BSI,Blairsville,Blairsville,US
BSQ,BSQ,,US
BSW,Boswell Bay,Boswell Bay,US
BSZ,Bartletts,Bartletts,US
BTL,WK Kellogg Regional,Battle Creek,US
BTP,BTP,,US
BTV,Burlington Intl,Burlington,US
BVD,Sea Port,Beaver Inlet,US
BVU,Beluga,Beluga,US
BWM,BWM,,US
BWS,BWS,,US
BXC,Boxborough,Boxborough,US
BYA,Boundary,Boundary,US
BYI,BYI,,US
BYS,BYS,,US
BZF,Benton Field,Redding,US
BZS,BZS,,US
BZT,BZT,,US
CAD,Wexford County,Cadillac,US
CAE,Columbia Metropolitan,Columbia,US
CAK,Akron-Canton,Akron/Canton,US
CAR,CAR,,US
CBA,Corner Bay,Corner Bay,US
CBE,Greater Cumberland Regional,Cumberland,US
CBK,CBK,,US
CBM,CBM,,US
CBZ,Cabin Creek,Cabin Creek,US
CCB,Cable,Upland,US
CCG,Crane County,Crane,US
CDL,CDL,,US
CEA,CEA,,US
CEF,Westover Metropolitan,Springfeild,US
CEM,Central,Central,US
CEW,CEW,,US
CFA,Coffee Point,Coffee Point,US
